分片名称,本地路径,行数,sha256,飞书地址,飞书文件token,上传状态,备注
蒸烤_20260515_01.csv,C:\code_20251212\AI\xhs\split_csv\蒸烤\20260514\蒸烤_20260515_01.csv,44,322cde7cd9838c8ef2b0a58ba1816990ccece3c5c2862a26a36166ea0bc73f4a,https://my.feishu.cn/sheets/AuyGsXFLthqIEetM5xuc63gTnyc,AuyGsXFLthqIEetM5xuc63gTnyc,已导入为电子表格,
