行号,笔记标题,主页链接,原笔记地址,失败原因
408,【Miele昆明恒隆店·焕新预告❷ |样机福利】,https://www.xiaohongshu.com/user/profile/66739578000000001b017107,https://www.xiaohongshu.com/explore/69d221ff000000002200f67c?xhsshare=CopyLink&type=video,"查找失败: Mouse.move: Target page, context or browser has been closed"
409,南宁人做青团！有这台蒸烤箱太爽了🍃,https://www.xiaohongshu.com/user/profile/58e4a6a950c4b47c400510fd,https://www.xiaohongshu.com/explore/69d5001f000000001a029cbd?xhsshare=CopyLink&type=video,账号需要完成登录/扫码验证，已停止后续处理
